deltaQ (pC),deltaM (g),deltaT (s),mass jump indices,mid plateau indices,trial
0.33135200000000076,0.04800000000000004,8.278970003128052,244.0,256.0,1113_350ulm_3V_ni_10cm_04.csv
0.36318500000000054,0.04899999999999999,8.62496829032898,269.0,281.0,1113_350ulm_3V_ni_10cm_04.csv
0.40969299999999986,0.04799999999999999,8.27997088432312,293.0,305.0,1113_350ulm_3V_ni_10cm_04.csv
0.3912979999999999,0.04799999999999999,8.624968767166138,318.0,330.0,1113_350ulm_3V_ni_10cm_04.csv
0.40163100000000096,0.049000000000000044,8.623968362808228,343.0,355.0,1113_350ulm_3V_ni_10cm_04.csv
0.3098529999999995,0.04699999999999993,8.624969720840454,368.0,379.0,1113_350ulm_3V_ni_10cm_04.csv
0.31233299999999886,0.04800000000000004,7.934971332550049,391.0,403.0,1113_350ulm_3V_ni_10cm_04.csv
0.37971999999999895,0.049000000000000044,8.280970573425293,415.0,427.0,1113_350ulm_3V_ni_10cm_04.csv
0.3028239999999993,0.04699999999999993,8.279969930648804,439.0,450.0,1113_350ulm_3V_ni_10cm_04.csv
0.38323600000000013,0.049000000000000044,7.936971426010132,462.0,473.0,1113_350ulm_3V_ni_10cm_04.csv
0.31936100000000067,0.04500000000000004,7.589972496032715,484.0,495.0,1113_350ulm_3V_ni_10cm_04.csv
0.342096999999999,0.04799999999999993,7.589484691619873,506.0,517.0,1113_350ulm_3V_ni_10cm_04.csv
0.2821499999999997,0.04700000000000004,7.929970026016207,529.0,541.0,1113_350ulm_3V_ni_10cm_04.csv
0.39915000000000056,0.04699999999999993,8.623969554901151,554.0,566.0,1113_350ulm_3V_ni_10cm_04.csv
0.28525000000000134,0.04699999999999993,8.62251329421997,579.0,590.0,1113_350ulm_3V_ni_10cm_04.csv
0.28629000000000104,0.049000000000000155,7.933507442474365,602.0,613.0,1113_350ulm_3V_ni_10cm_04.csv
0.4020400000000013,0.04600000000000004,7.934489488601628,625.0,637.0,1113_350ulm_3V_ni_10cm_04.csv
0.29621999999999993,0.04599999999999982,8.278996944427547,649.0,661.0,1113_350ulm_3V_ni_10cm_04.csv
0.34498999999999924,0.04700000000000015,8.624969244003296,674.0,686.0,1113_350ulm_3V_ni_10cm_04.csv
0.3481000000000005,0.04800000000000004,8.278970479965182,698.0,710.0,1113_350ulm_3V_ni_10cm_04.csv
0.33920999999999957,0.04599999999999982,8.623999834060697,723.0,735.0,1113_350ulm_3V_ni_10cm_04.csv
0.37559000000000076,0.049000000000000155,8.624479293823242,748.0,759.0,1113_350ulm_3V_ni_10cm_04.csv
0.30571000000000126,0.04599999999999982,7.933971166610718,771.0,782.0,1113_350ulm_3V_ni_10cm_04.csv
0.3528400000000005,0.04800000000000004,7.9314796924591064,794.0,805.0,1113_350ulm_3V_ni_10cm_04.csv
0.30964999999999776,0.04500000000000015,7.933972358703613,817.0,828.0,1113_350ulm_3V_ni_10cm_04.csv
0.3695999999999984,0.04899999999999993,7.93448805809021,840.0,851.0,1113_350ulm_3V_ni_10cm_04.csv
0.4047300000000007,0.04699999999999993,7.934480667114258,863.0,874.0,1113_350ulm_3V_ni_10cm_04.csv
0.3939799999999991,0.04800000000000004,7.589972496032715,885.0,896.0,1113_350ulm_3V_ni_10cm_04.csv
0.3218400000000017,0.04899999999999993,7.934972524642944,908.0,920.0,1113_350ulm_3V_ni_10cm_04.csv
0.3015800000000013,0.04700000000000015,8.624479293823242,933.0,946.0,1113_350ulm_3V_ni_10cm_04.csv
0.32265999999999906,0.04799999999999982,8.96850681304926,959.0,971.0,1113_350ulm_3V_ni_10cm_04.csv
0.261490000000002,0.050000000000000044,8.27948617935192,983.0,994.0,1113_350ulm_3V_ni_10cm_04.csv
0.3743400000000001,0.04500000000000015,7.934971570968571,1006.0,1018.0,1113_350ulm_3V_ni_10cm_04.csv
0.39936999999999756,0.04899999999999993,8.275996446609497,1030.0,1042.0,1113_350ulm_3V_ni_10cm_04.csv
0.16703000000000046,0.04699999999999993,8.27796936035162,1054.0,1066.0,1113_350ulm_3V_ni_10cm_04.csv
0.4030699999999996,0.04800000000000004,8.622480630874577,1079.0,1104.0,1113_350ulm_3V_ni_10cm_04.csv
0.6695260000000001,0.042,0.0,116.0,127.0,1113_350ulm_4.5V_ni_10cm_02.csv
0.7305060000000002,0.048999999999999995,7.934546709060669,139.0,151.0,1113_350ulm_4.5V_ni_10cm_02.csv
0.49982000000000015,0.04999999999999999,8.278735399246216,163.0,175.0,1113_350ulm_4.5V_ni_10cm_02.csv
0.7644050000000004,0.04500000000000001,8.279498815536499,187.0,199.0,1113_350ulm_4.5V_ni_10cm_02.csv
0.7813549999999996,0.04899999999999999,8.275007724761963,211.0,224.0,1113_350ulm_4.5V_ni_10cm_02.csv
0.4413199999999997,0.04600000000000004,8.970007181167603,237.0,250.0,1113_350ulm_4.5V_ni_10cm_02.csv
0.755725,0.04799999999999999,8.968521356582642,263.0,275.0,1113_350ulm_4.5V_ni_10cm_02.csv
0.6527800000000008,0.044999999999999984,8.279003143310547,287.0,298.0,1113_350ulm_4.5V_ni_10cm_02.csv
0.49940499999999943,0.046999999999999986,7.934763431549072,310.0,321.0,1113_350ulm_4.5V_ni_10cm_02.csv
0.7214109999999998,0.04799999999999999,7.934987306594849,333.0,344.0,1113_350ulm_4.5V_ni_10cm_02.csv
0.6596069999999994,0.04600000000000004,7.934498071670532,356.0,367.0,1113_350ulm_4.5V_ni_10cm_02.csv
0.6403800000000004,0.04400000000000004,7.5899879932403564,378.0,389.0,1113_350ulm_4.5V_ni_10cm_02.csv
0.7470400000000001,0.04999999999999993,7.934987306594849,401.0,413.0,1113_350ulm_4.5V_ni_10cm_02.csv
0.7005300000000005,0.04600000000000004,8.274785041809082,425.0,436.0,1113_350ulm_4.5V_ni_10cm_02.csv
0.710659999999999,0.04999999999999993,7.9327638149261475,448.0,460.0,1113_350ulm_4.5V_ni_10cm_02.csv
0.6546300000000009,0.04600000000000004,8.623986721038818,473.0,485.0,1113_350ulm_4.5V_ni_10cm_02.csv
0.7182999999999993,0.04800000000000004,8.622518062591553,498.0,510.0,1113_350ulm_4.5V_ni_10cm_02.csv
0.6562999999999999,0.04499999999999993,8.278008222579956,522.0,533.0,1113_350ulm_4.5V_ni_10cm_02.csv
0.5651399999999995,0.04800000000000004,7.933493614196777,545.0,556.0,1113_350ulm_4.5V_ni_10cm_02.csv
0.6548499999999962,0.04699999999999993,7.934496164321928,568.0,580.0,1113_350ulm_4.5V_ni_10cm_02.csv
0.7484900000000003,0.04600000000000004,8.275033235549898,592.0,604.0,1113_350ulm_4.5V_ni_10cm_02.csv
0.5769100000000016,0.04700000000000004,8.623984336853027,617.0,629.0,1113_350ulm_4.5V_ni_10cm_02.csv
0.6339699999999979,0.04899999999999993,8.62400531768796,642.0,654.0,1113_350ulm_4.5V_ni_10cm_02.csv
0.7406299999999959,0.04699999999999993,8.624495983123808,667.0,678.0,1113_350ulm_4.5V_ni_10cm_02.csv
0.6513400000000011,0.04800000000000004,7.933810234069767,690.0,701.0,1113_350ulm_4.5V_ni_10cm_02.csv
0.689589999999999,0.04400000000000004,7.934986829757747,713.0,724.0,1113_350ulm_4.5V_ni_10cm_02.csv
0.6430599999999984,0.050000000000000044,7.9349870681762695,736.0,747.0,1113_350ulm_4.5V_ni_10cm_02.csv
0.6436899999999994,0.04499999999999993,7.9330127239227295,759.0,771.0,1113_350ulm_4.5V_ni_10cm_02.csv
0.7131499999999988,0.04600000000000004,8.27800965309143,783.0,794.0,1113_350ulm_4.5V_ni_10cm_02.csv
0.6868899999999982,0.04899999999999993,7.93398642539978,806.0,818.0,1113_350ulm_4.5V_ni_10cm_02.csv
0.7127300000000005,0.04400000000000004,8.278009176254272,830.0,841.0,1113_350ulm_4.5V_ni_10cm_02.csv
0.6124799999999979,0.04899999999999993,7.933521270751953,853.0,865.0,1113_350ulm_4.5V_ni_10cm_02.csv
0.7271900000000002,0.049000000000000155,8.621034622192383,878.0,890.0,1113_350ulm_4.5V_ni_10cm_02.csv
0.6345899999999993,0.04699999999999993,8.277522325515747,902.0,914.0,1113_350ulm_4.5V_ni_10cm_02.csv
0.7257499999999979,0.04600000000000004,8.279029369354248,926.0,937.0,1113_350ulm_4.5V_ni_10cm_02.csv
0.6329400000000014,0.04699999999999993,7.587011098861694,948.0,960.0,1113_350ulm_4.5V_ni_10cm_02.csv
0.7280199999999972,0.04600000000000004,8.279010772705078,972.0,984.0,1113_350ulm_4.5V_ni_10cm_02.csv
0.47749999999999915,0.04899999999999993,8.624498844146729,997.0,1010.0,1113_350ulm_4.5V_ni_10cm_02.csv
0.6594100000000012,0.049000000000000155,9.314007043838501,1024.0,1037.0,1113_350ulm_4.5V_ni_10cm_02.csv
0.6951699999999974,0.04699999999999993,8.969498634338379,1050.0,1062.0,1113_350ulm_4.5V_ni_10cm_02.csv
0.6657900000000012,0.04800000000000004,8.278708696365413,1074.0,1099.0,1113_350ulm_4.5V_ni_10cm_02.csv
0.6891630000000002,0.048,0.0,104.0,115.0,1113_350ulm_4.5V_ni_10cm_03.csv
0.6963989999999999,0.048,7.934496879577637,127.0,139.0,1113_350ulm_4.5V_ni_10cm_03.csv
0.6126819999999995,0.045999999999999985,8.279210805892944,151.0,162.0,1113_350ulm_4.5V_ni_10cm_03.csv
0.704253,0.04400000000000001,7.933010101318359,174.0,185.0,1113_350ulm_4.5V_ni_10cm_03.csv
0.5818830000000004,0.047000000000000014,7.934518098831177,197.0,209.0,1113_350ulm_4.5V_ni_10cm_03.csv
0.7218229999999997,0.048000000000000015,8.623006343841553,222.0,234.0,1113_350ulm_4.5V_ni_10cm_03.csv
0.7290559999999999,0.04899999999999999,8.277518510818481,246.0,258.0,1113_350ulm_4.5V_ni_10cm_03.csv
0.6755199999999997,0.044999999999999984,8.277039766311646,270.0,282.0,1113_350ulm_4.5V_ni_10cm_03.csv
0.6050319999999996,0.04899999999999999,8.279984712600708,294.0,306.0,1113_350ulm_4.5V_ni_10cm_03.csv
0.6362510000000015,0.04899999999999999,8.280265331268296,318.0,329.0,1113_350ulm_4.5V_ni_10cm_03.csv
0.708596,0.04600000000000004,7.935987234115601,341.0,353.0,1113_350ulm_4.5V_ni_10cm_03.csv
0.6844070000000029,0.04699999999999993,8.280743122100844,365.0,377.0,1113_350ulm_4.5V_ni_10cm_03.csv
0.707358000000001,0.04500000000000004,8.27951431274414,389.0,401.0,1113_350ulm_4.5V_ni_10cm_03.csv
0.6436899999999994,0.04700000000000004,8.619244575500488,414.0,427.0,1113_350ulm_4.5V_ni_10cm_03.csv
0.6349999999999998,0.04599999999999993,8.967499732971191,440.0,452.0,1113_350ulm_4.5V_ni_10cm_03.csv
0.6825399999999995,0.04800000000000004,8.277974367141724,464.0,475.0,1113_350ulm_4.5V_ni_10cm_03.csv
0.6992899999999995,0.04700000000000004,7.9334633350372314,487.0,498.0,1113_350ulm_4.5V_ni_10cm_03.csv
0.7017799999999994,0.04999999999999993,7.586970090866089,509.0,521.0,1113_350ulm_4.5V_ni_10cm_03.csv
0.6050300000000011,0.04500000000000004,8.277964115142822,533.0,544.0,1113_350ulm_4.5V_ni_10cm_03.csv
0.4878299999999989,0.04599999999999993,7.5864787101745605,555.0,566.0,1113_350ulm_4.5V_ni_10cm_03.csv
0.6935000000000002,0.04700000000000004,7.9324681758880615,578.0,589.0,1113_350ulm_4.5V_ni_10cm_03.csv
0.6228099999999994,0.049000000000000044,7.932971000671415,601.0,613.0,1113_350ulm_4.5V_ni_10cm_03.csv
0.7102500000000003,0.04600000000000004,8.278971910476685,625.0,637.0,1113_350ulm_4.5V_ni_10cm_03.csv
0.5852000000000004,0.04699999999999993,8.278971910476656,649.0,661.0,1113_350ulm_4.5V_ni_10cm_03.csv
0.6006900000000002,0.04699999999999993,8.279946327209473,673.0,685.0,1113_350ulm_4.5V_ni_10cm_03.csv
0.6703499999999991,0.049000000000000155,8.278980731964111,697.0,708.0,1113_350ulm_4.5V_ni_10cm_03.csv
0.6771799999999999,0.04699999999999993,7.9364588260650635,720.0,732.0,1113_350ulm_4.5V_ni_10cm_03.csv
0.6825500000000027,0.04600000000000004,8.279481887817383,744.0,756.0,1113_350ulm_4.5V_ni_10cm_03.csv
0.7096300000000006,0.04899999999999993,8.622974395751953,769.0,782.0,1113_350ulm_4.5V_ni_10cm_03.csv
0.5948899999999995,0.04600000000000004,9.312962055206299,796.0,809.0,1113_350ulm_4.5V_ni_10cm_03.csv
0.694939999999999,0.050000000000000044,8.968968391418457,822.0,834.0,1113_350ulm_4.5V_ni_10cm_03.csv
0.6788300000000014,0.04599999999999982,8.623974561691284,847.0,858.0,1113_350ulm_4.5V_ni_10cm_03.csv
0.5058000000000007,0.04800000000000004,7.932971954345703,870.0,881.0,1113_350ulm_4.5V_ni_10cm_03.csv
0.6418299999999988,0.04700000000000015,7.588973522186279,892.0,903.0,1113_350ulm_4.5V_ni_10cm_03.csv
0.6374999999999993,0.04699999999999993,7.934953689575195,915.0,926.0,1113_350ulm_4.5V_ni_10cm_03.csv
0.5984400000000001,0.04899999999999993,7.587985038757324,937.0,949.0,1113_350ulm_4.5V_ni_10cm_03.csv
0.7067300000000003,0.04700000000000015,8.2784903049469,961.0,972.0,1113_350ulm_4.5V_ni_10cm_03.csv
0.6490700000000018,0.04599999999999982,7.933973550796509,984.0,995.0,1113_350ulm_4.5V_ni_10cm_03.csv
0.5829099999999983,0.04700000000000015,7.934969902038574,1007.0,1019.0,1113_350ulm_4.5V_ni_10cm_03.csv
0.6261100000000042,0.04899999999999993,8.27945590019226,1031.0,1043.0,1113_350ulm_4.5V_ni_10cm_03.csv
0.5531600000000019,0.04600000000000004,8.623976469039917,1056.0,1068.0,1113_350ulm_4.5V_ni_10cm_03.csv
0.4227199999999982,0.04600000000000004,8.278517484664917,1080.0,1105.0,1113_350ulm_4.5V_ni_10cm_03.csv
0.6593979999999999,0.047,0.0,110.0,122.0,1113_350ulm_4.5V_ni_10cm_04.csv
0.5837429999999998,0.046,8.624945640563965,135.0,148.0,1113_350ulm_4.5V_ni_10cm_04.csv
0.6513360000000001,0.04999999999999999,8.968944311141968,161.0,174.0,1113_350ulm_4.5V_ni_10cm_04.csv
0.595939,0.04600000000000001,9.31296706199646,188.0,201.0,1113_350ulm_4.5V_ni_10cm_04.csv
0.5661730000000005,0.04899999999999999,8.968985557556152,214.0,226.0,1113_350ulm_4.5V_ni_10cm_04.csv
0.5804350000000005,0.04899999999999999,8.277988195419312,238.0,249.0,1113_350ulm_4.5V_ni_10cm_04.csv
0.5858099999999995,0.04500000000000004,7.933464765548706,261.0,272.0,1113_350ulm_4.5V_ni_10cm_04.csv
0.6135109999999999,0.04999999999999999,7.588973760604873,283.0,294.0,1113_350ulm_4.5V_ni_10cm_04.csv
0.633559,0.04899999999999999,7.933978319168077,306.0,318.0,1113_350ulm_4.5V_ni_10cm_04.csv
0.6079290000000004,0.046999999999999986,8.28045916557312,330.0,341.0,1113_350ulm_4.5V_ni_10cm_04.csv
0.6108239999999991,0.04700000000000004,7.935972690582275,353.0,364.0,1113_350ulm_4.5V_ni_10cm_04.csv
0.6633290000000001,0.04799999999999993,7.935458421707153,376.0,387.0,1113_350ulm_4.5V_ni_10cm_04.csv
0.6701449999999998,0.04600000000000004,7.589952707290649,398.0,409.0,1113_350ulm_4.5V_ni_10cm_04.csv
0.5909759999999995,0.04700000000000004,7.934950351715088,421.0,433.0,1113_350ulm_4.5V_ni_10cm_04.csv
0.5397100000000012,0.04799999999999993,8.620193719863892,446.0,458.0,1113_350ulm_4.5V_ni_10cm_04.csv
0.5810499999999994,0.049000000000000044,8.278457880020142,470.0,481.0,1113_350ulm_4.5V_ni_10cm_04.csv
0.572989999999999,0.04400000000000004,7.931973457336426,493.0,506.0,1113_350ulm_4.5V_ni_10cm_04.csv
0.6252899999999997,0.04999999999999993,8.968944311141968,519.0,531.0,1113_350ulm_4.5V_ni_10cm_04.csv
0.5053999999999998,0.04500000000000004,8.623964309692383,544.0,557.0,1113_350ulm_4.5V_ni_10cm_04.csv
0.6848200000000002,0.050999999999999934,9.3114564418793,571.0,584.0,1113_350ulm_4.5V_ni_10cm_04.csv
0.6112300000000008,0.04300000000000004,8.96715831756589,597.0,609.0,1113_350ulm_4.5V_ni_10cm_04.csv
0.6312800000000021,0.04699999999999993,8.277458190917969,621.0,632.0,1113_350ulm_4.5V_ni_10cm_04.csv
0.6565000000000012,0.04800000000000004,7.934687137603788,644.0,655.0,1113_350ulm_4.5V_ni_10cm_04.csv
0.6515400000000007,0.04899999999999993,7.587465047836275,666.0,677.0,1113_350ulm_4.5V_ni_10cm_04.csv
0.6368600000000022,0.05300000000000016,7.9349493980407715,689.0,700.0,1113_350ulm_4.5V_ni_10cm_04.csv
0.6283999999999992,0.04400000000000004,7.934975624084473,712.0,723.0,1113_350ulm_4.5V_ni_10cm_04.csv
0.6715900000000019,0.04899999999999993,7.934695243835449,735.0,746.0,1113_350ulm_4.5V_ni_10cm_04.csv
0.5996600000000001,0.04899999999999993,7.934463977813721,758.0,769.0,1113_350ulm_4.5V_ni_10cm_04.csv
0.6298500000000011,0.04499999999999993,7.933003664016724,781.0,792.0,1113_350ulm_4.5V_ni_10cm_04.csv
0.6002900000000011,0.04700000000000015,7.583977460861206,803.0,815.0,1113_350ulm_4.5V_ni_10cm_04.csv
0.563489999999998,0.04400000000000004,8.623666763305664,828.0,839.0,1113_350ulm_4.5V_ni_10cm_04.csv
0.5262799999999999,0.04799999999999982,7.933974266052246,851.0,862.0,1113_350ulm_4.5V_ni_10cm_04.csv
0.6461699999999979,0.049000000000000155,7.9344635009765625,874.0,886.0,1113_350ulm_4.5V_ni_10cm_04.csv
0.4801899999999968,0.04699999999999993,8.277961015701294,898.0,911.0,1113_350ulm_4.5V_ni_10cm_04.csv
0.30986000000000047,0.04699999999999993,8.967972755432129,924.0,937.0,1113_350ulm_4.5V_ni_10cm_04.csv
0.6717900000000014,0.04600000000000004,8.96744704246521,950.0,963.0,1113_350ulm_4.5V_ni_10cm_04.csv
0.5876599999999996,0.04600000000000004,8.967976093292293,976.0,988.0,1113_350ulm_4.5V_ni_10cm_04.csv
0.5957399999999993,0.04899999999999993,8.622480154037419,1001.0,1012.0,1113_350ulm_4.5V_ni_10cm_04.csv
0.634170000000001,0.049000000000000155,7.933718681335449,1024.0,1035.0,1113_350ulm_4.5V_ni_10cm_04.csv
0.6116600000000005,0.04699999999999993,7.934462308883667,1047.0,1058.0,1113_350ulm_4.5V_ni_10cm_04.csv
0.5645200000000017,0.04699999999999993,7.588487148284912,1069.0,1094.0,1113_350ulm_4.5V_ni_10cm_04.csv
0.563072,0.05,0.0,95.0,107.0,1113_350ulm_4V_ni_10cm_02.csv
0.5361999999999997,0.044,8.279475450515754,119.0,131.0,1113_350ulm_4V_ni_10cm_02.csv
0.476048,0.04799999999999999,8.27898430824279,143.0,156.0,1113_350ulm_4V_ni_10cm_02.csv
0.5692729999999999,0.047000000000000014,8.969977617263794,169.0,181.0,1113_350ulm_4V_ni_10cm_02.csv
0.5508759999999997,0.05099999999999999,8.624462604522705,194.0,207.0,1113_350ulm_4V_ni_10cm_02.csv
0.36918000000000006,0.04799999999999999,8.968949794769287,220.0,232.0,1113_350ulm_4V_ni_10cm_02.csv
0.419203,0.04500000000000004,8.278989553451538,244.0,255.0,1113_350ulm_4V_ni_10cm_02.csv
0.6161969999999997,0.04799999999999999,7.932496070861802,267.0,279.0,1113_350ulm_4V_ni_10cm_02.csv
0.6368670000000005,0.046999999999999986,8.280501365661635,291.0,302.0,1113_350ulm_4V_ni_10cm_02.csv
0.5936629999999994,0.04799999999999999,7.589954614639282,313.0,323.0,1113_350ulm_4V_ni_10cm_02.csv
0.5254539999999999,0.04700000000000004,7.244478225708008,334.0,345.0,1113_350ulm_4V_ni_10cm_02.csv
0.5723690000000001,0.04799999999999993,7.937492847442641,357.0,369.0,1113_350ulm_4V_ni_10cm_02.csv
0.5465330000000002,0.04800000000000004,8.284331560134873,381.0,394.0,1113_350ulm_4V_ni_10cm_02.csv
0.5223490000000002,0.04500000000000004,8.971092462539673,407.0,418.0,1113_350ulm_4V_ni_10cm_02.csv
0.5651349999999997,0.04799999999999993,7.934950590133667,430.0,441.0,1113_350ulm_4V_ni_10cm_02.csv
0.5986200000000004,0.04500000000000004,7.930725336074829,453.0,464.0,1113_350ulm_4V_ni_10cm_02.csv
0.344990000000001,0.04800000000000004,7.933488845825195,476.0,487.0,1113_350ulm_4V_ni_10cm_02.csv
0.5587300000000006,0.04999999999999993,7.932957649230957,499.0,511.0,1113_350ulm_4V_ni_10cm_02.csv
0.5734099999999991,0.04500000000000004,8.62214183807373,524.0,537.0,1113_350ulm_4V_ni_10cm_02.csv
0.5177999999999994,0.051999999999999935,8.967597961425781,550.0,563.0,1113_350ulm_4V_ni_10cm_02.csv
0.6424500000000002,0.04800000000000004,8.966973543167086,576.0,589.0,1113_350ulm_4V_ni_10cm_02.csv
0.45744000000000007,0.04899999999999993,9.310969114303589,603.0,615.0,1113_350ulm_4V_ni_10cm_02.csv
0.5322699999999987,0.04700000000000015,8.622957229614286,628.0,640.0,1113_350ulm_4V_ni_10cm_02.csv
0.5322699999999987,0.04399999999999982,8.278503894805937,652.0,663.0,1113_350ulm_4V_ni_10cm_02.csv
0.5394999999999985,0.04700000000000015,7.587502956390352,674.0,685.0,1113_350ulm_4V_ni_10cm_02.csv
0.5411600000000014,0.050000000000000044,7.5884692668914795,696.0,706.0,1113_350ulm_4V_ni_10cm_02.csv
0.5944999999999983,0.04799999999999982,7.244470834732027,717.0,729.0,1113_350ulm_4V_ni_10cm_02.csv
0.5895299999999963,0.049000000000000155,8.279475927352962,741.0,752.0,1113_350ulm_4V_ni_10cm_02.csv
0.6101899999999993,0.04499999999999993,7.934466361999483,764.0,776.0,1113_350ulm_4V_ni_10cm_02.csv
0.559350000000002,0.050000000000000044,8.624953985214233,789.0,801.0,1113_350ulm_4V_ni_10cm_02.csv
0.539080000000002,0.04800000000000004,8.623981475830078,814.0,826.0,1113_350ulm_4V_ni_10cm_02.csv
0.6226099999999981,0.04799999999999982,8.279955625534058,838.0,850.0,1113_350ulm_4V_ni_10cm_02.csv
0.5322700000000005,0.04800000000000004,8.27547025680542,862.0,874.0,1113_350ulm_4V_ni_10cm_02.csv
0.5680399999999999,0.049000000000000155,8.2784743309021,886.0,898.0,1113_350ulm_4V_ni_10cm_02.csv
0.5279199999999982,0.04699999999999993,8.275980234146118,910.0,922.0,1113_350ulm_4V_ni_10cm_02.csv
0.5254499999999993,0.04800000000000004,8.622490406036377,935.0,948.0,1113_350ulm_4V_ni_10cm_02.csv
0.5297899999999984,0.04899999999999993,9.311493396759033,962.0,975.0,1113_350ulm_4V_ni_10cm_02.csv
0.5961500000000015,0.04800000000000004,8.96895170211792,988.0,1000.0,1113_350ulm_4V_ni_10cm_02.csv
0.5822900000000004,0.04400000000000004,8.278984308242798,1012.0,1024.0,1113_350ulm_4V_ni_10cm_02.csv
0.5266900000000021,0.04799999999999982,8.276478052139282,1036.0,1047.0,1113_350ulm_4V_ni_10cm_02.csv
0.4559999999999995,0.04800000000000004,7.933962821960392,1059.0,1070.0,1113_350ulm_4V_ni_10cm_02.csv
0.60379,0.04699999999999993,7.588498592376823,1081.0,1106.0,1113_350ulm_4V_ni_10cm_02.csv
0.47005399999999997,0.05,0.0,110.0,121.0,1113_350ulm_4V_ni_10cm_03.csv
0.4266439999999997,0.047,7.9345059394836355,133.0,145.0,1113_350ulm_4V_ni_10cm_03.csv
0.28939199999999987,0.04999999999999999,8.278987646102898,157.0,169.0,1113_350ulm_4V_ni_10cm_03.csv
0.36628499999999997,0.04100000000000001,8.278985977172866,181.0,193.0,1113_350ulm_4V_ni_10cm_03.csv
0.5853949999999997,0.04799999999999999,8.279466152191155,205.0,216.0,1113_350ulm_4V_ni_10cm_03.csv
0.568651,0.046999999999999986,7.929980754852295,228.0,240.0,1113_350ulm_4V_ni_10cm_03.csv
0.615781000000001,0.04700000000000004,8.27895712852478,252.0,264.0,1113_350ulm_4V_ni_10cm_03.csv
0.6153680000000001,0.046999999999999986,8.277494668960571,276.0,288.0,1113_350ulm_4V_ni_10cm_03.csv
0.35036999999999985,0.04899999999999999,8.279468536376953,300.0,312.0,1113_350ulm_4V_ni_10cm_03.csv
0.5173890000000005,0.04799999999999999,8.62495350837709,325.0,338.0,1113_350ulm_4V_ni_10cm_03.csv
0.2871169999999994,0.04800000000000004,8.968979597091675,351.0,364.0,1113_350ulm_4V_ni_10cm_03.csv
0.6027599999999991,0.04799999999999993,8.971953153610215,377.0,389.0,1113_350ulm_4V_ni_10cm_03.csv
0.520694999999999,0.04700000000000004,8.624976396560669,402.0,413.0,1113_350ulm_4V_ni_10cm_03.csv
0.5062300000000004,0.04800000000000004,7.934959650039673,425.0,437.0,1113_350ulm_4V_ni_10cm_03.csv
0.5618259999999999,0.04599999999999993,8.278499364852905,449.0,459.0,1113_350ulm_4V_ni_10cm_03.csv
0.5670099999999998,0.04700000000000004,7.24098801612854,470.0,481.0,1113_350ulm_4V_ni_10cm_03.csv
0.5779499999999995,0.04800000000000004,7.587494373321533,492.0,503.0,1113_350ulm_4V_ni_10cm_03.csv
0.5465299999999989,0.04699999999999993,7.932496547698975,515.0,527.0,1113_350ulm_4V_ni_10cm_03.csv
0.48887000000000036,0.049000000000000044,8.278472900390653,539.0,551.0,1113_350ulm_4V_ni_10cm_03.csv
0.4562000000000008,0.04699999999999993,8.62346911430356,564.0,576.0,1113_350ulm_4V_ni_10cm_03.csv
0.5012699999999999,0.04800000000000004,8.277985334396362,588.0,599.0,1113_350ulm_4V_ni_10cm_03.csv
0.5519099999999995,0.04500000000000004,7.932474374771118,611.0,622.0,1113_350ulm_4V_ni_10cm_03.csv
0.5907699999999991,0.04600000000000004,7.931980133056669,634.0,646.0,1113_350ulm_4V_ni_10cm_03.csv
0.5845800000000008,0.04899999999999993,8.279468059539738,658.0,670.0,1113_350ulm_4V_ni_10cm_03.csv
0.5725899999999999,0.04800000000000004,8.276988267898588,682.0,694.0,1113_350ulm_4V_ni_10cm_03.csv
0.5922100000000015,0.04499999999999993,8.278152465820312,706.0,718.0,1113_350ulm_4V_ni_10cm_03.csv
0.5496299999999987,0.050000000000000044,8.6244637966156,731.0,744.0,1113_350ulm_4V_ni_10cm_03.csv
0.5719600000000007,0.04699999999999993,8.968971014022827,757.0,769.0,1113_350ulm_4V_ni_10cm_03.csv
0.47046999999999883,0.04800000000000004,8.62398910522461,782.0,794.0,1113_350ulm_4V_ni_10cm_03.csv
0.31481000000000137,0.04600000000000004,8.279957056045589,806.0,818.0,1113_350ulm_4V_ni_10cm_03.csv
0.5783699999999996,0.04600000000000004,8.279958248138371,830.0,841.0,1113_350ulm_4V_ni_10cm_03.csv
0.6085499999999975,0.050999999999999934,7.589958429336548,852.0,863.0,1113_350ulm_4V_ni_10cm_03.csv
0.539909999999999,0.04699999999999993,7.58399224281311,874.0,885.0,1113_350ulm_4V_ni_10cm_03.csv
0.4963000000000015,0.04700000000000015,7.588471174240112,896.0,908.0,1113_350ulm_4V_ni_10cm_03.csv
0.5039499999999997,0.04799999999999982,8.27846884727478,920.0,932.0,1113_350ulm_4V_ni_10cm_03.csv
0.4688100000000013,0.04800000000000004,8.62351131439209,945.0,958.0,1113_350ulm_4V_ni_10cm_03.csv
0.49857000000000085,0.04800000000000004,8.967984914779663,971.0,982.0,1113_350ulm_4V_ni_10cm_03.csv
0.5998700000000028,0.04699999999999993,7.588987827301025,993.0,1004.0,1113_350ulm_4V_ni_10cm_03.csv
0.4954800000000006,0.04500000000000015,7.9344704151153564,1016.0,1028.0,1113_350ulm_4V_ni_10cm_03.csv
