deltaQ (pC),deltaM (g),deltaT (s),mass jump indices,mid plateau indices,trial
0.21394300000000044,0.04700000000000004,8.279991865158081,391.0,403.0,1113_350ulm_2.5V_ni_10cm_03.csv
0.24370700000000056,0.04700000000000004,8.281014204025269,415.0,427.0,1113_350ulm_2.5V_ni_10cm_03.csv
0.2275809999999998,0.04699999999999993,8.279484987258911,439.0,451.0,1113_350ulm_2.5V_ni_10cm_03.csv
0.34044799999999853,0.04800000000000004,8.627480506896973,464.0,476.0,1113_350ulm_2.5V_ni_10cm_03.csv
0.2838080000000005,0.04800000000000004,8.624971628189087,489.0,500.0,1113_350ulm_2.5V_ni_10cm_03.csv
0.3524309999999993,0.04699999999999993,7.934974431991577,512.0,523.0,1113_350ulm_2.5V_ni_10cm_03.csv
0.24969800000000042,0.04600000000000004,7.939973115920992,535.0,546.0,1113_350ulm_2.5V_ni_10cm_03.csv
0.24887499999999996,0.04899999999999993,7.589974880218534,557.0,569.0,1113_350ulm_2.5V_ni_10cm_03.csv
0.26500000000000057,0.04700000000000004,8.279972791671753,581.0,592.0,1113_350ulm_2.5V_ni_10cm_03.csv
0.24825799999999987,0.04700000000000004,7.9359738826751425,604.0,615.0,1113_350ulm_2.5V_ni_10cm_03.csv
0.32433000000000156,0.04899999999999993,7.929489850997925,627.0,638.0,1113_350ulm_2.5V_ni_10cm_03.csv
0.30138,0.04400000000000004,7.934994220733699,650.0,662.0,1113_350ulm_2.5V_ni_10cm_03.csv
0.2939399999999992,0.050000000000000044,8.276000022888155,674.0,687.0,1113_350ulm_2.5V_ni_10cm_03.csv
0.2736800000000006,0.04699999999999993,8.967514276504488,700.0,712.0,1113_350ulm_2.5V_ni_10cm_03.csv
0.33527999999999913,0.04800000000000004,8.278511285781917,724.0,735.0,1113_350ulm_2.5V_ni_10cm_03.csv
0.2811199999999996,0.04699999999999993,7.933486700058012,747.0,759.0,1113_350ulm_2.5V_ni_10cm_03.csv
0.2871100000000002,0.04700000000000015,8.622478246688786,772.0,783.0,1113_350ulm_2.5V_ni_10cm_03.csv
0.3158499999999993,0.04799999999999982,7.933484315872192,795.0,807.0,1113_350ulm_2.5V_ni_10cm_03.csv
0.3086100000000016,0.04600000000000004,8.279009580612183,819.0,832.0,1113_350ulm_2.5V_ni_10cm_03.csv
0.34768000000000043,0.04800000000000004,8.968999147415161,845.0,858.0,1113_350ulm_2.5V_ni_10cm_03.csv
0.29601000000000255,0.04899999999999993,8.968004703521729,871.0,883.0,1113_350ulm_2.5V_ni_10cm_03.csv
0.27658000000000094,0.04700000000000015,8.279003620147705,895.0,906.0,1113_350ulm_2.5V_ni_10cm_03.csv
0.2767799999999987,0.04499999999999993,7.589000701904297,917.0,928.0,1113_350ulm_2.5V_ni_10cm_03.csv
0.33981999999999957,0.050999999999999934,7.934005975723267,940.0,951.0,1113_350ulm_2.5V_ni_10cm_03.csv
0.22862000000000293,0.04499999999999993,7.587518215179443,962.0,974.0,1113_350ulm_2.5V_ni_10cm_03.csv
0.27079000000000164,0.04700000000000015,8.277517080307007,986.0,998.0,1113_350ulm_2.5V_ni_10cm_03.csv
0.23397999999999897,0.04499999999999993,8.279486894607544,1010.0,1021.0,1113_350ulm_2.5V_ni_10cm_03.csv
0.2833800000000011,0.04699999999999993,7.589973449707088,1032.0,1044.0,1113_350ulm_2.5V_ni_10cm_03.csv
0.3456199999999967,0.04800000000000004,8.279973030090275,1056.0,1068.0,1113_350ulm_2.5V_ni_10cm_03.csv
0.24720999999999904,0.04700000000000015,8.279974222183228,1080.0,1105.0,1113_350ulm_2.5V_ni_10cm_03.csv
0.2561089999999999,0.049,0.0,111.0,122.0,1113_350ulm_2.5V_ni_10cm_04.csv
0.3375520000000002,0.046,7.934973955154419,134.0,145.0,1113_350ulm_2.5V_ni_10cm_04.csv
0.269339,0.05099999999999999,7.9349749088287425,157.0,168.0,1113_350ulm_2.5V_ni_10cm_04.csv
0.2513549999999998,0.04400000000000001,7.934973478317254,180.0,192.0,1113_350ulm_2.5V_ni_10cm_04.csv
0.27657299999999996,0.044999999999999984,8.279004096984863,204.0,217.0,1113_350ulm_2.5V_ni_10cm_04.csv
0.3361049999999999,0.04899999999999999,8.969004154205322,230.0,243.0,1113_350ulm_2.5V_ni_10cm_04.csv
0.23275299999999977,0.04700000000000004,8.969480991363525,256.0,268.0,1113_350ulm_2.5V_ni_10cm_04.csv
0.23192599999999963,0.04799999999999999,8.278007507324219,280.0,291.0,1113_350ulm_2.5V_ni_10cm_04.csv
0.3290769999999994,0.04799999999999999,7.934000015258789,303.0,314.0,1113_350ulm_2.5V_ni_10cm_04.csv
0.21993699999999894,0.044999999999999984,7.5874879360198975,325.0,336.0,1113_350ulm_2.5V_ni_10cm_04.csv
0.2645850000000003,0.049000000000000044,7.934003591537476,348.0,360.0,1113_350ulm_2.5V_ni_10cm_04.csv
0.22675800000000024,0.04499999999999993,8.279000759124756,372.0,383.0,1113_350ulm_2.5V_ni_10cm_04.csv
0.22696299999999958,0.04800000000000004,7.933974504470825,395.0,406.0,1113_350ulm_2.5V_ni_10cm_04.csv
0.27987999999999946,0.04600000000000004,7.934509992599487,418.0,430.0,1113_350ulm_2.5V_ni_10cm_04.csv
0.27533399999999997,0.04799999999999993,8.27997350692749,442.0,454.0,1113_350ulm_2.5V_ni_10cm_04.csv
0.22758399999999934,0.04800000000000004,8.624483585357666,467.0,479.0,1113_350ulm_2.5V_ni_10cm_04.csv
0.29393700000000056,0.04800000000000004,8.625000953674316,492.0,504.0,1113_350ulm_2.5V_ni_10cm_04.csv
0.2771929999999996,0.04799999999999993,8.626989364624023,517.0,528.0,1113_350ulm_2.5V_ni_10cm_04.csv
0.2693349999999999,0.04700000000000004,7.935976028442383,540.0,552.0,1113_350ulm_2.5V_ni_10cm_04.csv
0.3108879999999994,0.04499999999999993,8.280972242355347,564.0,576.0,1113_350ulm_2.5V_ni_10cm_04.csv
0.3197770000000002,0.04700000000000004,8.280485153198242,588.0,600.0,1113_350ulm_2.5V_ni_10cm_04.csv
0.256317000000001,0.051000000000000045,8.624490737915039,613.0,626.0,1113_350ulm_2.5V_ni_10cm_04.csv
0.2926889999999993,0.04299999999999993,9.316988468170166,640.0,651.0,1113_350ulm_2.5V_ni_10cm_04.csv
0.1624800000000004,0.052999999999999936,7.930516481399508,663.0,675.0,1113_350ulm_2.5V_ni_10cm_04.csv
0.311300000000001,0.04800000000000004,8.27900457382205,687.0,698.0,1113_350ulm_2.5V_ni_10cm_04.csv
0.3020000000000014,0.04600000000000004,7.588996171951294,709.0,720.0,1113_350ulm_2.5V_ni_10cm_04.csv
0.3404399999999992,0.050000000000000044,7.589981317520142,731.0,743.0,1113_350ulm_2.5V_ni_10cm_04.csv
0.24019000000000013,0.04800000000000004,8.27949070930481,755.0,767.0,1113_350ulm_2.5V_ni_10cm_04.csv
0.2604500000000005,0.04599999999999982,8.27899980545044,779.0,790.0,1113_350ulm_2.5V_ni_10cm_04.csv
0.28463999999999956,0.050000000000000044,7.934002637863159,802.0,813.0,1113_350ulm_2.5V_ni_10cm_04.csv
0.3299000000000003,0.04700000000000015,7.9335105419158936,825.0,836.0,1113_350ulm_2.5V_ni_10cm_04.csv
0.20422999999999902,0.04499999999999993,7.93400239944458,848.0,860.0,1113_350ulm_2.5V_ni_10cm_04.csv
0.3036500000000011,0.04899999999999993,8.277510643005371,872.0,884.0,1113_350ulm_2.5V_ni_10cm_04.csv
0.2602499999999992,0.050000000000000044,8.62199878692627,897.0,909.0,1113_350ulm_2.5V_ni_10cm_04.csv
0.30385999999999846,0.04800000000000004,8.278007507324219,921.0,933.0,1113_350ulm_2.5V_ni_10cm_04.csv
0.33960999999999864,0.04899999999999993,8.277997732162476,945.0,957.0,1113_350ulm_2.5V_ni_10cm_04.csv
0.316259999999998,0.04499999999999993,8.279484033584595,969.0,982.0,1113_350ulm_2.5V_ni_10cm_04.csv
0.19099999999999895,0.050000000000000044,8.968004941940308,995.0,1008.0,1113_350ulm_2.5V_ni_10cm_04.csv
0.32433000000000334,0.04600000000000004,9.31399154663086,1022.0,1034.0,1113_350ulm_2.5V_ni_10cm_04.csv
0.2881600000000013,0.04699999999999993,8.279006004333496,1046.0,1057.0,1113_350ulm_2.5V_ni_10cm_04.csv
0.180450000000004,0.04600000000000004,7.935484170913696,1069.0,1094.0,1113_350ulm_2.5V_ni_10cm_04.csv
0.1862419999999998,0.047,0.0,100.0,113.0,1113_350ulm_2V_ni_10cm_02.csv
0.173427,0.046,8.967973232269287,126.0,139.0,1113_350ulm_2V_ni_10cm_02.csv
0.17384000000000022,0.047000000000000014,9.314972877502441,153.0,165.0,1113_350ulm_2V_ni_10cm_02.csv
0.17239300000000002,0.046999999999999986,8.623974084854133,178.0,191.0,1113_350ulm_2V_ni_10cm_02.csv
0.16619200000000012,0.04799999999999999,8.968973159790032,204.0,215.0,1113_350ulm_2V_ni_10cm_02.csv
0.21766200000000024,0.046999999999999986,7.58997654914856,226.0,237.0,1113_350ulm_2V_ni_10cm_02.csv
0.19554400000000083,0.04800000000000004,7.9339759349823,249.0,260.0,1113_350ulm_2V_ni_10cm_02.csv
0.1736330000000006,0.04899999999999999,7.93397688865663,272.0,283.0,1113_350ulm_2V_ni_10cm_02.csv
0.16991399999999945,0.046999999999999986,7.93397641181943,295.0,306.0,1113_350ulm_2V_ni_10cm_02.csv
0.18913699999999878,0.046999999999999986,7.589977025985732,317.0,328.0,1113_350ulm_2V_ni_10cm_02.csv
0.19368300000000005,0.04700000000000004,7.932976245880113,340.0,351.0,1113_350ulm_2V_ni_10cm_02.csv
0.20071199999999934,0.04899999999999993,7.589977502822876,362.0,374.0,1113_350ulm_2V_ni_10cm_02.csv
0.19244299999999992,0.04700000000000004,8.27897405624391,386.0,398.0,1113_350ulm_2V_ni_10cm_02.csv
0.16226399999999952,0.04700000000000004,8.27997612953186,410.0,422.0,1113_350ulm_2V_ni_10cm_02.csv
0.15544400000000014,0.04699999999999993,8.624974012374878,435.0,447.0,1113_350ulm_2V_ni_10cm_02.csv
0.16598499999999916,0.04800000000000004,8.278975248336792,459.0,470.0,1113_350ulm_2V_ni_10cm_02.csv
0.18004000000000087,0.04800000000000004,7.934976100921631,482.0,494.0,1113_350ulm_2V_ni_10cm_02.csv
0.1637139999999997,0.04699999999999993,8.623973369598389,507.0,519.0,1113_350ulm_2V_ni_10cm_02.csv
0.17425400000000035,0.04800000000000004,8.279975175857544,531.0,544.0,1113_350ulm_2V_ni_10cm_02.csv
0.2472240000000001,0.04699999999999993,9.314972877502441,558.0,571.0,1113_350ulm_2V_ni_10cm_02.csv
0.18149000000000015,0.049000000000000044,9.312973737716675,585.0,597.0,1113_350ulm_2V_ni_10cm_02.csv
0.17859600000000064,0.04799999999999993,8.624972343444796,610.0,621.0,1113_350ulm_2V_ni_10cm_02.csv
0.25115099999999924,0.049000000000000155,7.589977264404325,632.0,643.0,1113_350ulm_2V_ni_10cm_02.csv
0.23357700000000037,0.04899999999999993,7.935975551605225,655.0,666.0,1113_350ulm_2V_ni_10cm_02.csv
0.17032900000000062,0.04699999999999993,7.934976100921631,678.0,689.0,1113_350ulm_2V_ni_10cm_02.csv
0.20009300000000074,0.04700000000000015,7.934977054595947,701.0,712.0,1113_350ulm_2V_ni_10cm_02.csv
0.2629310000000009,0.04699999999999993,7.589977025985718,723.0,734.0,1113_350ulm_2V_ni_10cm_02.csv
0.237918999999998,0.04499999999999993,7.935976266861019,746.0,758.0,1113_350ulm_2V_ni_10cm_02.csv
0.23523199999999989,0.052999999999999936,8.279975175857487,770.0,782.0,1113_350ulm_2V_ni_10cm_02.csv
0.2585890000000006,0.04600000000000004,8.280976295471191,794.0,806.0,1113_350ulm_2V_ni_10cm_02.csv
0.17528000000000077,0.04700000000000015,8.275975465774536,818.0,829.0,1113_350ulm_2V_ni_10cm_02.csv
0.18830999999999776,0.04599999999999982,7.9329750537872314,841.0,853.0,1113_350ulm_2V_ni_10cm_02.csv
0.2623099999999994,0.04800000000000004,8.277977466583252,865.0,877.0,1113_350ulm_2V_ni_10cm_02.csv
0.23151999999999973,0.04800000000000004,8.27997350692749,889.0,901.0,1113_350ulm_2V_ni_10cm_02.csv
0.15690000000000026,0.04899999999999993,8.623974084854126,914.0,926.0,1113_350ulm_2V_ni_10cm_02.csv
0.24453999999999887,0.04500000000000015,8.62497329711914,939.0,951.0,1113_350ulm_2V_ni_10cm_02.csv
0.22800000000000153,0.04599999999999982,8.278977155685425,963.0,976.0,1113_350ulm_2V_ni_10cm_02.csv
0.183349999999999,0.04800000000000004,8.969974040985107,989.0,1000.0,1113_350ulm_2V_ni_10cm_02.csv
0.2416400000000003,0.04800000000000004,7.933974504470825,1012.0,1023.0,1113_350ulm_2V_ni_10cm_02.csv
0.1560600000000001,0.04800000000000004,7.934976100921631,1035.0,1046.0,1113_350ulm_2V_ni_10cm_02.csv
0.2668600000000012,0.04600000000000004,7.9349751472473145,1058.0,1069.0,1113_350ulm_2V_ni_10cm_02.csv
0.24432999999999971,0.050000000000000044,7.932977676391602,1081.0,1106.0,1113_350ulm_2V_ni_10cm_02.csv
0.15978499999999984,0.046,0.0,111.0,122.0,1113_350ulm_2V_ni_10cm_03.csv
0.11244900000000002,0.051000000000000004,7.935978412628174,134.0,145.0,1113_350ulm_2V_ni_10cm_03.csv
0.26334400000000024,0.046999999999999986,7.935976028442383,157.0,169.0,1113_350ulm_2V_ni_10cm_03.csv
0.23523199999999989,0.047000000000000014,8.279977083206177,181.0,193.0,1113_350ulm_2V_ni_10cm_03.csv
0.24101899999999965,0.046999999999999986,8.624972820281982,206.0,218.0,1113_350ulm_2V_ni_10cm_03.csv
0.1726000000000001,0.04999999999999999,8.279976844787598,230.0,242.0,1113_350ulm_2V_ni_10cm_03.csv
0.2565219999999995,0.050000000000000044,8.624974727630615,255.0,267.0,1113_350ulm_2V_ni_10cm_03.csv
0.2486679999999999,0.045999999999999985,8.27897596359253,279.0,291.0,1113_350ulm_2V_ni_10cm_03.csv
0.22799799999999992,0.046999999999999986,8.279976129531846,303.0,315.0,1113_350ulm_2V_ni_10cm_03.csv
0.1560630000000005,0.04899999999999999,8.621974229812636,328.0,340.0,1113_350ulm_2V_ni_10cm_03.csv
0.25445399999999907,0.04700000000000004,8.279976844787598,352.0,365.0,1113_350ulm_2V_ni_10cm_03.csv
0.15296399999999988,0.04799999999999993,8.969975471496582,378.0,390.0,1113_350ulm_2V_ni_10cm_03.csv
0.19513199999999964,0.04500000000000004,8.624976873397827,403.0,414.0,1113_350ulm_2V_ni_10cm_03.csv
0.2472209999999997,0.04800000000000004,7.934974908828735,426.0,436.0,1113_350ulm_2V_ni_10cm_03.csv
0.18375999999999948,0.04999999999999993,7.2449774742126465,447.0,459.0,1113_350ulm_2V_ni_10cm_03.csv
0.210013,0.04700000000000004,8.279975891113281,471.0,483.0,1113_350ulm_2V_ni_10cm_03.csv
0.14303999999999917,0.04899999999999993,8.274976253509521,495.0,507.0,1113_350ulm_2V_ni_10cm_03.csv
0.24908299999999883,0.04600000000000004,8.278975009918213,519.0,530.0,1113_350ulm_2V_ni_10cm_03.csv
0.20650099999999938,0.049000000000000044,7.934977769851685,542.0,553.0,1113_350ulm_2V_ni_10cm_03.csv
0.15999199999999902,0.04799999999999993,7.934977054595947,565.0,577.0,1113_350ulm_2V_ni_10cm_03.csv
0.15730300000000064,0.04799999999999993,8.280976057052612,589.0,602.0,1113_350ulm_2V_ni_10cm_03.csv
0.17321999999999704,0.049000000000000155,8.969974040985107,615.0,626.0,1113_350ulm_2V_ni_10cm_03.csv
0.24267400000000094,0.04699999999999993,7.935977458953857,638.0,650.0,1113_350ulm_2V_ni_10cm_03.csv
0.14552200000000148,0.04699999999999993,8.279976844787598,662.0,673.0,1113_350ulm_2V_ni_10cm_03.csv
0.19740600000000086,0.04800000000000004,7.9349775314331055,685.0,697.0,1113_350ulm_2V_ni_10cm_03.csv
0.18520700000000012,0.049000000000000155,8.626974821090698,710.0,722.0,1113_350ulm_2V_ni_10cm_03.csv
0.23936500000000116,0.04699999999999993,8.626975059509277,735.0,747.0,1113_350ulm_2V_ni_10cm_03.csv
0.2503189999999993,0.04600000000000004,8.625972509384155,760.0,772.0,1113_350ulm_2V_ni_10cm_03.csv
0.1918210000000009,0.04599999999999982,8.28197646141058,784.0,796.0,1113_350ulm_2V_ni_10cm_03.csv
0.2495030000000007,0.049000000000000155,8.279976367950383,808.0,819.0,1113_350ulm_2V_ni_10cm_03.csv
0.21435999999999922,0.04600000000000004,7.585977792739868,830.0,841.0,1113_350ulm_2V_ni_10cm_03.csv
0.22096999999999944,0.04599999999999982,7.586977958679199,852.0,864.0,1113_350ulm_2V_ni_10cm_03.csv
0.1934699999999996,0.04700000000000015,8.27997636795044,876.0,887.0,1113_350ulm_2V_ni_10cm_03.csv
0.1517199999999992,0.04800000000000004,7.933976411819458,899.0,910.0,1113_350ulm_2V_ni_10cm_03.csv
0.10294000000000025,0.04799999999999982,7.933977127075195,922.0,933.0,1113_350ulm_2V_ni_10cm_03.csv
0.24080999999999975,0.04500000000000015,7.933976411819458,945.0,956.0,1113_350ulm_2V_ni_10cm_03.csv
0.18148000000000053,0.04899999999999993,7.933977127075195,968.0,980.0,1113_350ulm_2V_ni_10cm_03.csv
0.19305999999999912,0.04600000000000004,8.624974727630615,993.0,1004.0,1113_350ulm_2V_ni_10cm_03.csv
0.1800499999999996,0.050000000000000044,7.934977769851685,1016.0,1028.0,1113_350ulm_2V_ni_10cm_03.csv
0.09176999999999857,0.04699999999999993,8.278976678848267,1040.0,1051.0,1113_350ulm_2V_ni_10cm_03.csv
0.23068999999999917,0.04600000000000004,7.932975769043026,1063.0,1088.0,1113_350ulm_2V_ni_10cm_03.csv
0.15978500000000007,0.048,0.0,94.0,107.0,1113_350ulm_2V_ni_10cm_04.csv
0.24866900000000003,0.048,8.968974113464355,120.0,132.0,1113_350ulm_2V_ni_10cm_04.csv
0.16536499999999998,0.04799999999999999,8.624974966049187,145.0,157.0,1113_350ulm_2V_ni_10cm_04.csv
0.17714700000000017,0.048000000000000015,8.623975038528457,170.0,182.0,1113_350ulm_2V_ni_10cm_04.csv
0.13559900000000003,0.04899999999999999,8.623974800109856,195.0,206.0,1113_350ulm_2V_ni_10cm_04.csv
0.2474289999999999,0.046999999999999986,7.589978218078613,217.0,228.0,1113_350ulm_2V_ni_10cm_04.csv
0.2261369999999996,0.04700000000000004,7.9349775314331055,240.0,252.0,1113_350ulm_2V_ni_10cm_04.csv
0.23233700000000024,0.04999999999999999,8.277975320816026,264.0,276.0,1113_350ulm_2V_ni_10cm_04.csv
0.16825899999999994,0.045999999999999985,8.278975486755385,288.0,300.0,1113_350ulm_2V_ni_10cm_04.csv
0.25094199999999933,0.04799999999999999,8.279975891113281,312.0,323.0,1113_350ulm_2V_ni_10cm_04.csv
0.13229500000000094,0.049000000000000044,7.589978456497178,334.0,345.0,1113_350ulm_2V_ni_10cm_04.csv
0.23874800000000018,0.04599999999999993,7.933976888656645,357.0,369.0,1113_350ulm_2V_ni_10cm_04.csv
0.14303999999999917,0.04800000000000004,8.62497520446776,382.0,394.0,1113_350ulm_2V_ni_10cm_04.csv
0.15937099999999926,0.04500000000000004,8.279975891113281,406.0,417.0,1113_350ulm_2V_ni_10cm_04.csv
0.2517649999999989,0.04599999999999993,7.932977199554443,429.0,440.0,1113_350ulm_2V_ni_10cm_04.csv
0.14655400000000007,0.050000000000000044,7.933976888656616,452.0,464.0,1113_350ulm_2V_ni_10cm_04.csv
0.13539299999999965,0.04700000000000004,8.624974966049194,477.0,489.0,1113_350ulm_2V_ni_10cm_04.csv
0.23977799999999938,0.04599999999999993,8.27997636795044,501.0,513.0,1113_350ulm_2V_ni_10cm_04.csv
0.19140900000000016,0.049000000000000044,8.278975009918213,525.0,538.0,1113_350ulm_2V_ni_10cm_04.csv
0.2013309999999997,0.04699999999999993,8.968974351882935,551.0,563.0,1113_350ulm_2V_ni_10cm_04.csv
0.14490099999999995,0.04800000000000004,8.624975204467745,576.0,588.0,1113_350ulm_2V_ni_10cm_04.csv
0.20670700000000064,0.050999999999999934,8.27997589111331,600.0,611.0,1113_350ulm_2V_ni_10cm_04.csv
0.2548699999999995,0.04600000000000004,7.5899786949157715,622.0,633.0,1113_350ulm_2V_ni_10cm_04.csv
0.20071200000000022,0.04899999999999993,7.934977054595976,645.0,657.0,1113_350ulm_2V_ni_10cm_04.csv
0.23048100000000105,0.04700000000000015,8.625975608825655,670.0,681.0,1113_350ulm_2V_ni_10cm_04.csv
0.22097000000000122,0.04600000000000004,7.589979410171509,692.0,703.0,1113_350ulm_2V_ni_10cm_04.csv
0.18375700000000172,0.04699999999999993,7.934977293014555,715.0,726.0,1113_350ulm_2V_ni_10cm_04.csv
0.17611300000000085,0.04800000000000004,7.9349784851073935,738.0,750.0,1113_350ulm_2V_ni_10cm_04.csv
0.14428099999999855,0.04499999999999993,8.28097605705267,762.0,774.0,1113_350ulm_2V_ni_10cm_04.csv
0.2623090000000019,0.04800000000000004,8.279977321624699,786.0,798.0,1113_350ulm_2V_ni_10cm_04.csv
0.09797599999999917,0.04899999999999993,8.625975370407104,811.0,823.0,1113_350ulm_2V_ni_10cm_04.csv
0.15275499999999909,0.04800000000000004,8.27997899055481,835.0,847.0,1113_350ulm_2V_ni_10cm_04.csv
